序号,日本語,平假名注音,中文,英文
1, 1時1分, いちじいっぷん
2, 2時2分, にじにふん
3, 3時3分, さんじさんぷん
4, 4時4分, よじよんぷん
5, 5時5分, ごじごふん
6, 6時6分, ろくじろっぷん
7, 7時7分, しちじしちふん (ないし、ななじななふん)
8, 8時8分, はちじはっぷん
9, 9時9分, くじきゅうふん
10, 10時10分, じゅうじじゅっぷん
11, 11時11分, じゅういちじじゅういっぷん
12, 12時12分, じゅうにじじゅうにふん
13, 1時30分, いちじさんじゅっぷん
14, 1時30分, いちじはん
15, 2時30分, にじさんじゅっぷん
16, 3時30分, さんじはん
17, 4時30分, よじはん
18, 5時30分, ごじさんじゅっぷん
19, 6時30分, ろくじはん
20, 7時30分, しちじさんじゅっぷん (ないし、ななじさんじゅっぷん)
21, 8時30分, はちじはん
22, 9時30分, くじさんじゅっぷん
23, 10時30分, じゅうじはん
24, 11時30分, じゅういちじさんじゅっぷん
25, 12時30分, じゅうにじはん
26, 5時41分, ごじよんじゅういっぷん
27, 17時29分, じゅうななじにじゅうきゅうふん
28, 18時30分, じゅうはちじさんじゅっぷん
29, 7時55分, しちじごじゅうごふん
30, 4時40分, よじよんじゅっぷん
31, 13時25分, じゅうさんじにじゅうごふん
32, 9時21分, くじにじゅういちふん
33, 6時42分, ろくじよんじゅうにふん
34, 2時14分, にじじゅうよんふん
35, 14時26分, じゅうよじにじゅうろっぷん
36, 2時50分, にじごじゅっぷん
37, 5時53分, ごじごじゅうさんふん
38, 1時13分, いちじじゅうさんふん
39, 10時10分, じゅうじじゅうぷん
40, 12時24分, じゅうにじにじゅうよんふん
41, 1時49分, いちじよんじゅうきゅうふん
42, 12時48分, じゅうにじよんじゅうはちふん
43, 19時31分, じゅうくじさんじゅういちふん
44, 16時28分, じゅうろくじにじゅうはっぷん
45, 24時36分, にじゅうよじさんじゅうろっぷん
46, 6時18分, ろくじじゅうはっぷん
47, 23時35分, にじゅうさんじゅうごふん
48, 7時19分, しちじじゅうきゅうふん
49, 4時52分, よじごじゅうにふん
50, 7時7分, しちじしちふん (ないし、ななじななふん)
51, 2時38分, にじさんじゅうはちふん
52, 12時12分, じゅうにじじゅうにふん
53, 10時22分, じゅうじゅうじゅうにふん
54, 4時4分, よじよじっぷん
55, 15時27分, じゅうごじにじゅうななふん
56, 3時3分, さんじさんぷん
57, 9時9分, くじきゅうふん
58, 3時51分, さんじごじゅういちふん
59, 11時47分, じゅういちじよんじゅうななふん
60, 8時56分, はちじごじゅうろっぷん
61, 5時17分, ごじじゅうななふん
62, 8時20分, はちじにじゅうぷん
63, 11時23分, じゅういちじにじゅうさんふん
64, 2時2分, にじにふん
65, 6時54分, ろくじごじゅうよんふん
66, 4時16分, よじじゅうろっぷん
67, 11時11分, じゅういちじじゅういっぷん
68, 1時37分, いちじさんじゅうななふん
69, 7時43分, しちじよんじゅうさんふん
70, 8時8分, はちじはっぷん
71, 20時32分, にじゅうじさんじゅうにふん
72, 3時39分, さんじさんじゅうきゅうふん
73, 12時60分, じゅうにじろくじゅっぷん
74, 1時1分, いちじいっぷん
75, 11時59分, じゅういちじごじゅうきゅうふん
76, 10時58分, じゅうじゅうごじゅうはっぷん
77, 3時15分, さんじじゅうごふん
78, 8時44分, はちじよんじゅうよんふん
79, 22時34分, にじゅうにじさんじゅうよんふん
80, 21時33分, にじゅういちじさんじゅうさんふん
81, 9時57分, くじごじゅうななふん
82, 6時6分, ろくじろっぷん
83, 9時45分, くじよんじゅうごふん
84, 10時46分, じゅうじゅうろくぷん
85, 5時5分, ごじごふん
